"id" "pid" "Sex" "Race" "Age" "Time" "SES" "PreK" "District_Poverty" "Math" "Reading" "Science" "DCCS" "Numbers_Reversed" "Numbers_Reversed_.W.ability." "time" "time2"
10006287 10006287 "Male" "Hispanic" . "Fall second-grade" . . 25 . . . . . . 4 2
10006334 10006334 "Male" "Hispanic" . "Fall second-grade" -0.761 "none" 18 . . . . . . 4 2
10006407 10006407 "Male" "Hispanic" 88.18 "Fall second-grade" 0.0362 "none" 51 64.6773 102.1926 26.199 7.0971 93 470 4 2
10006512 10006512 "Male" "White" . "Fall second-grade" -0.845 "none" 31 . . . . . . 4 2
10006540 10006540 "Male" "Black" . "Fall second-grade" . . 38 . . . . . . 4 2
10006601 10006601 "Male" "White" . "Fall second-grade" 0.8701 "center" . . . . . . . 4 2
10006602 10006602 "Male" "other" . "Fall second-grade" -0.83 "none" 22 . . . . . . 4 2
10006605 10006605 "Male" "other" . "Fall second-grade" -0.673 "none" 20 . . . . . . 4 2
10006608 10006608 "Female" "White" . "Fall second-grade" 0.1626 "center" 10 . . . . . . 4 2
10006675 10006675 "Female" "White" . "Fall second-grade" -0.197 "center" 24 . . . . . . 4 2
10006679 10006679 "Female" "White" 83.7 "Fall second-grade" 0.9313 "center" 3 77.6825 89.7323 30.7195 5.9176 83 448 4 2
10006834 10006834 "Male" "White" . "Fall second-grade" -0.33 "none" 23 . . . . . . 4 2
10006899 10006899 "Male" "White" 95.7 "Fall second-grade" 0.5141 "center" 16 111.7876 126.955 67.7636 5.6315 93 476 4 2
10006902 10006902 "Female" "White" . "Fall second-grade" -0.156 "non-relative" . . . . . . . 4 2
10006927 10006927 "Female" "White" 85.48 "Fall second-grade" -0.303 "none" 3 97.6294 129.9542 50.4569 7.4275 109 489 4 2
10006985 10006985 "Male" "White" . "Fall second-grade" 0.4637 "center" 8 . . . . . . 4 2
10006994 10006994 "Male" "White" . "Fall second-grade" -0.318 "center" 6 . . . . . . 4 2
10007069 10007069 "Male" "Black" . "Fall second-grade" -0.398 "center" . . . . . . . 4 2
10007124 10007124 "Male" "Black" . "Fall second-grade" -0.426 "center" . . . . . . . 4 2
10007163 10007163 "Female" "Hispanic" 86.6 "Fall second-grade" -0.866 "center" 45 67.425 103.948 44.7747 4 119 502 4 2
10007243 10007243 "Male" "White" . "Fall second-grade" 1.246 "non-relative" . . . . . . . 4 2
10007421 10007421 "Female" "White" 88.11 "Fall second-grade" -0.068 "center" 9 55.7375 72.78 34.0639 2.125 51 403 4 2
10007453 10007453 "Male" "White" . "Fall second-grade" 0.9152 "center" 12 . . . . . . 4 2
10007549 10007549 "Male" "White" . "Fall second-grade" 0.1604 "none" 24 . . . . . . 4 2
10007567 10007567 "Female" "White" . "Fall second-grade" 0.3299 "center" . . . . . . . 4 2
10007614 10007614 "Female" "Hispanic" . "Fall second-grade" -0.983 "relative" 17 . . . . . . 4 2
10007701 10007701 "Female" "Black" . "Fall second-grade" -0.428 "none" 11 . . . . . . 4 2
10007907 10007907 "Female" "White" . "Fall second-grade" 0.3874 "none" . . . . . . . 4 2
10007964 10007964 "Female" "Hispanic" 90.05 "Fall second-grade" -1.18 "non-relative" 15 77.4692 99.2421 39.6309 6.3713 96 476 4 2
10007986 10007986 "Female" "Hispanic" 85.84 "Fall second-grade" -0.257 "center" 38 75.7198 99.2225 50.2375 4 125 509 4 2
10008018 10008018 "Female" "White" . "Fall second-grade" 1.956 "center" . . . . . . . 4 2
10008021 10008021 "Female" "White" . "Fall second-grade" . . 23 . . . . . . 4 2
10008088 10008088 "Female" "Black" . "Fall second-grade" . . 31 . . . . . . 4 2
10008094 10008094 "Male" "other" 87.32 "Fall second-grade" -0.748 "center" 15 78.479 86.8642 43.4461 6.5446 119 502 4 2
10008170 10008170 "Female" "Hispanic" . "Fall second-grade" . . 6 . . . . . . 4 2
10008207 10008207 "Male" "White" . "Fall second-grade" 0.2602 "non-relative" . . . . . . . 4 2
10008354 10008354 "Male" "White" . "Fall second-grade" -0.268 "center" 27 . . . . . . 4 2
10008357 10008357 "Male" "Hispanic" . "Fall second-grade" -1.31 "none" 23 . . . . . . 4 2
10008385 10008385 "Male" "Asian" . "Fall second-grade" 0.858 . 8 . . . . . . 4 2
10008409 10008409 "Female" "White" . "Fall second-grade" -0.344 "center" 23 . . . . . . 4 2
10008520 10008520 "Male" "White" . "Fall second-grade" 0.0076 "center" 5 . . . . . . 4 2
10008551 10008551 "Male" "other" 86.7 "Fall second-grade" -0.089 "none" 45 87.9397 107.8357 43.0872 7.3546 124 509 4 2
10008559 10008559 "Female" "Hispanic" 87.4799999999999 "Fall second-grade" -0.64 "relative" 24 84.25 109.6443 45.7619 6.9717 108 489 4 2
10008628 10008628 "Female" "White" . "Fall second-grade" 1.413 "center" 21 . . . . . . 4 2
10008636 10008636 "Female" "Hispanic" . "Fall second-grade" -0.934 "center" 10 . . . . . . 4 2
10008682 10008682 "Male" "White" . "Fall second-grade" -0.192 "center" . . . . . . . 4 2
10008689 10008689 "Female" "White" . "Fall second-grade" -1.4 "center" 24 . . . . . . 4 2
10008755 10008755 "Female" "Black" . "Fall second-grade" -1.12 "center" 30 . . . . . . 4 2
10008767 10008767 "Female" "Hispanic" . "Fall second-grade" 0.2867 "center" . . . . . . . 4 2
10008789 10008789 "Female" "White" . "Fall second-grade" 0.1905 "center" 36 . . . . . . 4 2
10008791 10008791 "Female" "White" . "Fall second-grade" 0.6497 "center" 8 . . . . . . 4 2
10008910 10008910 "Male" "Hispanic" 96.85 "Fall second-grade" . . 38 69.9372 68.376 32.7185 6.7946 88 470 4 2
10008925 10008925 "Male" "Asian" . "Fall second-grade" -0.655 "center" 14 . . . . . . 4 2
10009000 10009000 "Female" "White" . "Fall second-grade" . . . . . . . . . 4 2
10009092 10009092 "Female" "White" . "Fall second-grade" -0.408 "none" 30 . . . . . . 4 2
10009106 10009106 "Female" "White" . "Fall second-grade" 0.121 "center" 22 . . . . . . 4 2
10009125 10009125 "Male" "Black" 91.1 "Fall second-grade" 0.0152 "center" 26 55.3757 88.9158 43.0654 5.3719 111 496 4 2
10009198 10009198 "Male" "Hispanic" . "Fall second-grade" -0.561 "center" 24 . . . . . . 4 2
10009218 10009218 "Male" "White" . "Fall second-grade" -0.912 "center" 35 . . . . . . 4 2
10009313 10009313 "Female" "Hispanic" . "Fall second-grade" -1.4 . 4 . . . . . . 4 2
10009349 10009349 "Female" "Black" . "Fall second-grade" . . 31 . . . . . . 4 2
10009576 10009576 "Male" "Asian" . "Fall second-grade" . . 36 . . . . . . 4 2
10009597 10009597 "Male" "White" . "Fall second-grade" -1.3 "center" 30 . . . . . . 4 2
10009824 10009824 "Female" "Black" 95.93 "Fall second-grade" -0.226 . 34 64.2771 94.481 40.5334 7.9429 58 426 4 2
10010003 10010003 "Male" "White" . "Fall second-grade" -0.278 "relative" 9 . . . . . . 4 2
10010029 10010029 "Male" "Black" . "Fall second-grade" -0.957 "center" 22 . . . . . . 4 2
10010046 10010046 "Female" "Black" . "Fall second-grade" 0.975 "center" . . . . . . . 4 2
10010165 10010165 "Male" "Hispanic" 86.83 "Fall second-grade" 1.207 "center" 9 81.0964 99.8474 55.0709 6.8026 102 483 4 2
10010171 10010171 "Female" "White" . "Fall second-grade" -0.169 "center" 29 . . . . . . 4 2
10010295 10010295 "Female" "White" 96.56 "Fall second-grade" 0.4912 "center" 10 94.903 109.5626 65.9698 6.0268 92 476 4 2
10010296 10010296 "Female" "White" . "Fall second-grade" -0.584 "center" 39 . . . . . . 4 2
10010309 10010309 "Male" "Black" . "Fall second-grade" -0.705 "relative" 23 . . . . . . 4 2
10010342 10010342 "Male" "White" . "Fall second-grade" 0.974 "none" 10 . . . . . . 4 2
10010358 10010358 "Female" "Hispanic" . "Fall second-grade" -1.03 "center" 24 . . . . . . 4 2
10010425 10010425 "Female" "Black" . "Fall second-grade" -1.81 "none" 41 . . . . . . 4 2
10010426 10010426 "Male" "Black" . "Fall second-grade" 0.5035 "center" . . . . . . . 4 2
10010490 10010490 "Male" "White" . "Fall second-grade" 0.1338 "center" 7 . . . . . . 4 2
10010511 10010511 "Female" "other" . "Fall second-grade" -0.379 "relative" 13 . . . . . . 4 2
10010522 10010522 "Male" "Asian" . "Fall second-grade" . . 29 . . . . . . 4 2
10010538 10010538 "Female" "White" 91.66 "Fall second-grade" 1.248 "none" 17 93.4703 139.8335 58.5162 4.825 99 483 4 2
10010622 10010622 "Male" "White" . "Fall second-grade" -0.369 "center" 4 . . . . . . 4 2
10010717 10010717 "Female" "White" . "Fall second-grade" 0.1524 "center" 28 . . . . . . 4 2
10010887 10010887 "Female" "White" . "Fall second-grade" -0.01 "center" 8 . . . . . . 4 2
10010907 10010907 "Female" "White" . "Fall second-grade" 0.6418 "none" 25 . . . . . . 4 2
10010950 10010950 "Male" "Hispanic" . "Fall second-grade" -0.951 "center" . . . . . . . 4 2
10010984 10010984 "Female" "White" . "Fall second-grade" -0.513 "non-relative" 7 . . . . . . 4 2
10011045 10011045 "Female" "Black" . "Fall second-grade" -0.164 "center" 38 . . . . . . 4 2
10011073 10011073 "Female" "White" . "Fall second-grade" -0.396 . 23 . . . . . . 4 2
10011434 10011434 "Male" "White" . "Fall second-grade" -0.01 "none" 13 . . . . . . 4 2
10011448 10011448 "Female" "White" . "Fall second-grade" 0.6218 "relative" 17 . . . . . . 4 2
10011490 10011490 "Male" "Hispanic" . "Fall second-grade" 0.2458 "center" 11 . . . . . . 4 2
10011609 10011609 "Female" "White" . "Fall second-grade" 0.8382 "center" . . . . . . . 4 2
10011832 10011832 "Female" "Hispanic" . "Fall second-grade" -0.328 "center" 21 . . . . . . 4 2
10011871 10011871 "Female" "Hispanic" . "Fall second-grade" -0.164 "center" . . . . . . . 4 2
10011937 10011937 "Male" "White" . "Fall second-grade" -0.062 . 30 . . . . . . 4 2
10012130 10012130 "Male" "White" . "Fall second-grade" -0.165 "center" 10 . . . . . . 4 2
10012208 10012208 "Male" "White" 86.43 "Fall second-grade" 0.3874 . 45 134.9669 126.7699 63.5559 7.5071 108 489 4 2
10012214 10012214 "Female" "White" . "Fall second-grade" -1.3 "center" 39 . . . . . . 4 2
10012240 10012240 "Male" "Hispanic" . "Fall second-grade" -0.578 "relative" 17 . . . . . . 4 2
10012268 10012268 "Female" "Hispanic" . "Fall second-grade" . . 38 . . . . . . 4 2
10012369 10012369 "Male" "Hispanic" . "Fall second-grade" -1.35 "none" 24 . . . . . . 4 2
10012397 10012397 "Male" "Hispanic" . "Fall second-grade" -0.828 "center" . . . . . . . 4 2
10012495 10012495 "Male" "Black" . "Fall second-grade" . . 24 . . . . . . 4 2
10012566 10012566 "Male" "other" . "Fall second-grade" -1.17 "center" 26 . . . . . . 4 2
10012599 10012599 "Male" "White" 85.55 "Fall second-grade" -0.716 "center" 30 66.5792 116.9367 53.1839 6.7919 81 448 4 2
10012625 10012625 "Male" "White" . "Fall second-grade" 0.0515 "center" 11 . . . . . . 4 2
10012669 10012669 "Male" "White" . "Fall second-grade" 0.7688 "non-relative" 6 . . . . . . 4 2
10012690 10012690 "Male" "White" . "Fall second-grade" 0.0794 . . . . . . . . 4 2
10012695 10012695 "Female" "Black" . "Fall second-grade" 1.068 "center" . . . . . . . 4 2
10012776 10012776 "Male" "White" . "Fall second-grade" -1.06 "center" 26 . . . . . . 4 2
10012859 10012859 "Female" "White" 94.06 "Fall second-grade" 0.947 "center" . 92.7398 119.5013 55.0372 7.6976 103 489 4 2
10012867 10012867 "Female" "Asian" 83.61 "Fall second-grade" . . 27 70.7292 100.0749 36.4997 7.0173 91 462 4 2
10012891 10012891 "Male" "White" . "Fall second-grade" 0.9357 "none" 16 . . . . . . 4 2
10013005 10013005 "Male" "Black" . "Fall second-grade" 0.5069 "relative" 15 . . . . . . 4 2
10013105 10013105 "Female" "Black" . "Fall second-grade" -0.409 "center" 21 . . . . . . 4 2
10013160 10013160 "Male" "White" . "Fall second-grade" 0.0541 "center" 19 . . . . . . 4 2
10013185 10013185 "Male" "Asian" . "Fall second-grade" -0.543 "center" 35 . . . . . . 4 2
10013192 10013192 "Male" "Hispanic" . "Fall second-grade" -0.017 . . . . . . . . 4 2
10013294 10013294 "Female" "White" 94.42 "Fall second-grade" -0.678 "none" 15 85.1244 104.3583 61.5972 7.2138 109 496 4 2
10013386 10013386 "Male" "Black" . "Fall second-grade" 0.4623 "center" . . . . . . . 4 2
10013399 10013399 "Female" "White" . "Fall second-grade" 0.5551 "center" 7 . . . . . . 4 2
10013503 10013503 "Female" "White" . "Fall second-grade" 0.0172 "relative" 17 . . . . . . 4 2
10013536 10013536 "Female" "other" . "Fall second-grade" -1.03 "none" . . . . . . . 4 2
10013690 10013690 "Female" "Asian" . "Fall second-grade" 1.393 "center" . . . . . . . 4 2
10013693 10013693 "Female" "White" . "Fall second-grade" -0.23 "non-relative" 6 . . . . . . 4 2
10013913 10013913 "Female" "White" . "Fall second-grade" -0.07 "relative" 6 . . . . . . 4 2
10013982 10013982 "Male" "Hispanic" 86.4 "Fall second-grade" -0.488 "none" 22 45.4895 68.4038 29.8286 5.2747 53 403 4 2
10014085 10014085 "Male" "White" . "Fall second-grade" 1.183 "relative" 12 . . . . . . 4 2
10014153 10014153 "Male" "White" . "Fall second-grade" -0.622 "non-relative" 8 . . . . . . 4 2
10014234 10014234 "Male" "Hispanic" . "Fall second-grade" -1.09 "center" 37 . . . . . . 4 2
10014243 10014243 "Male" "Hispanic" 86.6 "Fall second-grade" . . 18 62.2728 69.7388 30.8031 2.75 102 483 4 2
10014343 10014343 "Male" "Hispanic" 86.2 "Fall second-grade" -0.607 "relative" 31 54.1516 66.9049 17.82 4.125 53 403 4 2
10014399 10014399 "Male" "White" . "Fall second-grade" 1.544 "center" . . . . . . . 4 2
10014673 10014673 "Male" "Hispanic" 93.63 "Fall second-grade" -0.962 "relative" 32 59.5525 100.2237 37.6374 7.4677 98 483 4 2
10014728 10014728 "Male" "White" 94.52 "Fall second-grade" 0.5476 "non-relative" 22 75.0611 85.9343 47.8725 5.3122 98 483 4 2
10014739 10014739 "Female" "White" . "Fall second-grade" . . 23 . . . . . . 4 2
10014985 10014985 "Female" "other" . "Fall second-grade" -0.289 "center" . . . . . . . 4 2
10015162 10015162 "Female" "Black" . "Fall second-grade" -1.28 . 36 . . . . . . 4 2
10015223 10015223 "Female" "Hispanic" . "Fall second-grade" . . 24 . . . . . . 4 2
10015228 10015228 "Female" "White" . "Fall second-grade" 0.4265 "center" . . . . . . . 4 2
10015237 10015237 "Male" "White" . "Fall second-grade" -0.025 . . . . . . . . 4 2
10015244 10015244 "Male" "White" . "Fall second-grade" -1.45 "center" 27 . . . . . . 4 2
10015256 10015256 "Female" "other" . "Fall second-grade" 0.5718 "center" . . . . . . . 4 2
10015311 10015311 "Female" "White" . "Fall second-grade" 0.2398 "none" 5 . . . . . . 4 2
10015332 10015332 "Male" "White" 92.58 "Fall second-grade" -0.301 "center" 4 98.6136 126.9213 50.7912 7.2737 109 496 4 2
10015382 10015382 "Male" "White" . "Fall second-grade" 1.04 "center" . . . . . . . 4 2
10015437 10015437 "Male" "Hispanic" . "Fall second-grade" . . 27 . . . . . . 4 2
10015590 10015590 "Male" "other" . "Fall second-grade" 0.769 "center" 10 . . . . . . 4 2
10015668 10015668 "Female" "Asian" . "Fall second-grade" 0.8464 "none" 8 . . . . . . 4 2
10015672 10015672 "Male" "Black" . "Fall second-grade" 0.9267 . 7 . . . . . . 4 2
10015725 10015725 "Female" "Hispanic" 93.53 "Fall second-grade" . . 32 76.3364 120.9128 51.8205 8.0853 94 476 4 2
10015837 10015837 "Female" "White" . "Fall second-grade" -0.625 "center" 17 . . . . . . 4 2
10015871 10015871 "Male" "Hispanic" . "Fall second-grade" -1.12 "none" 27 . . . . . . 4 2
10015901 10015901 "Male" "other" . "Fall second-grade" 0.8651 "none" 38 . . . . . . 4 2
10015936 10015936 "Female" "White" 84.69 "Fall second-grade" -0.336 . 7 72.2257 86.1584 42.4391 6.1666 104 483 4 2
10015962 10015962 "Female" "Hispanic" . "Fall second-grade" -1.28 "none" 17 . . . . . . 4 2
10015990 10015990 "Male" "Hispanic" 92.45 "Fall second-grade" -0.837 "center" 51 71.7817 108.434 49.7696 6.6271 95 476 4 2
10016012 10016012 "Female" "Black" . "Fall second-grade" -0.754 "center" 21 . . . . . . 4 2
10016021 10016021 "Female" "White" 85.58 "Fall second-grade" 0.7573 "center" 3 74.3198 116.4111 49.204 7.0325 103 483 4 2
10016089 10016089 "Male" "White" . "Fall second-grade" 0.5884 "center" 7 . . . . . . 4 2
10016151 10016151 "Male" "White" . "Fall second-grade" -0.099 "center" 24 . . . . . . 4 2
10016183 10016183 "Female" "other" 90.97 "Fall second-grade" -0.388 "relative" 10 62.6979 77.5457 32.8936 6.9928 68 435 4 2
10016232 10016232 "Female" "Asian" . "Fall second-grade" -0.75 "center" 14 . . . . . . 4 2
10016242 10016242 "Male" "White" . "Fall second-grade" 0.1909 "none" . . . . . . . 4 2
10016267 10016267 "Female" "White" . "Fall second-grade" 0.1822 "center" 23 . . . . . . 4 2
10016360 10016360 "Male" "Black" . "Fall second-grade" 0.5003 "center" 19 . . . . . . 4 2
10016448 10016448 "Male" "White" . "Fall second-grade" 0.1537 "center" 12 . . . . . . 4 2
10016466 10016466 "Female" "Black" . "Fall second-grade" -0.686 "none" 36 . . . . . . 4 2
10016489 10016489 "Female" "Black" . "Fall second-grade" -1.28 . . . . . . . . 4 2
10016553 10016553 "Female" "Black" . "Fall second-grade" -0.844 "none" 38 . . . . . . 4 2
10016696 10016696 "Female" "White" . "Fall second-grade" 0.7577 "center" . . . . . . . 4 2
10016848 10016848 "Female" "Asian" . "Fall second-grade" 0.8729 "center" 9 . . . . . . 4 2
10016865 10016865 "Female" "White" . "Fall second-grade" 0.0227 "center" 9 . . . . . . 4 2
10016909 10016909 "Female" "Black" . "Fall second-grade" -1.05 "center" 44 . . . . . . 4 2
10016916 10016916 "Male" "Hispanic" 86.27 "Fall second-grade" -1.17 "relative" 34 66.151 83.4138 30.0239 5.5817 73 435 4 2
10016921 10016921 "Male" "White" . "Fall second-grade" 0.8088 "center" 29 . . . . . . 4 2
10016929 10016929 "Female" "Black" 85.81 "Fall second-grade" -1.02 "relative" 11 53.3128 82.0665 32.2146 2.625 94 470 4 2
10016965 10016965 "Female" "White" 91.23 "Fall second-grade" . . 8 76.1622 89.9157 61.3135 7.3381 77 448 4 2
10016975 10016975 "Female" "Black" 93.9 "Fall second-grade" -0.825 "relative" 37 68.0658 102.1012 35.3118 4 98 483 4 2
10016985 10016985 "Male" "White" . "Fall second-grade" 0.2218 "center" 9 . . . . . . 4 2
10017000 10017000 "Male" "White" . "Fall second-grade" 1.141 "center" 10 . . . . . . 4 2
10017021 10017021 "Female" "Asian" . "Fall second-grade" -0.098 "center" 15 . . . . . . 4 2
10017142 10017142 "Female" "White" . "Fall second-grade" 0.6968 "center" . . . . . . . 4 2
10017197 10017197 "Male" "White" . "Fall second-grade" -0.621 "relative" 16 . . . . . . 4 2
10017262 10017262 "Male" "Asian" 91.86 "Fall second-grade" . . 21 110.3713 75.2044 45.0809 6.1546 99 483 4 2
10017298 10017298 "Male" "Hispanic" . "Fall second-grade" -0.884 "center" . . . . . . . 4 2
10017378 10017378 "Male" "White" 87.88 "Fall second-grade" -0.122 "center" . 96.6807 127.0222 63.0363 8.5984 102 483 4 2
10017383 10017383 "Female" "Asian" 83.67 "Fall second-grade" . . 9 75.8556 74.891 28.9615 5.9544 96 470 4 2
10017401 10017401 "Male" "White" . "Fall second-grade" -0.074 "none" 17 . . . . . . 4 2
10017481 10017481 "Female" "Black" . "Fall second-grade" 0.6214 "center" . . . . . . . 4 2
10017490 10017490 "Female" "Asian" 96.69 "Fall second-grade" 1.181 "center" 10 97.4845 127.6039 50.2546 6.7331 92 476 4 2
10017558 10017558 "Male" "White" . "Fall second-grade" 0.6029 "center" . . . . . . . 4 2
10017577 10017577 "Male" "White" . "Fall second-grade" 0.5305 "center" 24 . . . . . . 4 2
10017595 10017595 "Male" "White" . "Fall second-grade" 1.281 "center" 15 . . . . . . 4 2
10017621 10017621 "Male" "White" 87.32 "Fall second-grade" 1.965 "center" . 77.7496 114.711 51.8222 5.715 102 483 4 2
10017839 10017839 "Female" "White" . "Fall second-grade" -1.15 "relative" . . . . . . . 4 2
10017843 10017843 "Female" "Black" . "Fall second-grade" . . 24 . . . . . . 4 2
10017929 10017929 "Male" "White" 92.45 "Fall second-grade" -0.17 "center" 17 94.3235 80.0856 41.1892 6.7086 91 470 4 2
10017947 10017947 "Male" "White" . "Fall second-grade" -0.008 "center" 19 . . . . . . 4 2
10018037 10018037 "Male" "Hispanic" . "Fall second-grade" 0.2518 "center" 21 . . . . . . 4 2
10018150 10018150 "Male" "other" . "Fall second-grade" 0.3793 "center" 22 . . . . . . 4 2
10000041 10000041 "Male" "White" . "Spring second-grade" 1.223 "center" 5 . . . . . . 5 2.5
10000118 10000118 "Male" "White" 93.11 "Spring second-grade" 1.015 "center" 13 87.5566 116.7331 66.4283 7.5626 104 489 5 2.5
10000131 10000131 "Female" "White" 98.01 "Spring second-grade" 0.2251 . 45 93.1595 125.2486 56.0202 7.9005 117 509 5 2.5
10000141 10000141 "Female" "White" 95.47 "Spring second-grade" 1.614 "center" 36 98.7591 126.2584 61.1729 7.3773 98 483 5 2.5
10000181 10000181 "Male" "White" 106.59 "Spring second-grade" 1.194 "center" . 88.3659 118.3591 43.2904 7.1589 92 483 5 2.5
10000207 10000207 "Female" "Hispanic" 102.12 "Spring second-grade" . . 22 95.5163 115.4246 60.4565 7.2657 79 462 5 2.5
10000214 10000214 "Female" "White" 100.04 "Spring second-grade" 0.8916 "center" 3 95.5922 115.9315 53.9582 6.1467 71 448 5 2.5
10000216 10000216 "Female" "White" 102.08 "Spring second-grade" . . . 101.9614 114.2626 58.9026 7.6432 125 522 5 2.5
10000258 10000258 "Male" "White" . "Spring second-grade" -0.318 "none" 24 . . . . . . 5 2.5
10000298 10000298 "Male" "White" . "Spring second-grade" 0.9403 "center" . . . . . . . 5 2.5
10000417 10000417 "Male" "other" . "Spring second-grade" -0.79 "center" 11 . . . . . . 5 2.5
10000479 10000479 "Female" "Hispanic" 90.05 "Spring second-grade" -0.848 "center" 28 67.8882 78.7759 44.1373 6.7014 96 476 5 2.5
10000561 10000561 "Male" "Asian" 99.35 "Spring second-grade" 0.3445 "center" . 105.5778 117.5934 52.9993 5.8723 106 496 5 2.5
10000585 10000585 "Female" "White" . "Spring second-grade" 0.4259 "center" . . . . . . . 5 2.5
10000623 10000623 "Female" "White" 94.52 "Spring second-grade" -0.082 "non-relative" 10 100.3947 136.3827 61.4012 7.8551 114 502 5 2.5
10000760 10000760 "Male" "White" 95.57 "Spring second-grade" 0.7129 "center" . 52.1753 65.3509 37.7962 4 74 448 5 2.5
10000772 10000772 "Female" "Hispanic" . "Spring second-grade" 1.149 "center" . . . . . . . 5 2.5
10000854 10000854 "Female" "White" 106.65 "Spring second-grade" 0.1971 . . 71.1195 107.048 43.0508 6.904 57 435 5 2.5
10000902 10000902 "Male" "White" 96.69 "Spring second-grade" 0.1284 "center" 12 101.3807 126.8035 56.4563 8.8242 107 496 5 2.5
10000934 10000934 "Male" "Black" . "Spring second-grade" -0.069 "center" 16 . . . . . . 5 2.5
10000959 10000959 "Female" "White" 92.78 "Spring second-grade" 0.0347 "none" . 100.565 138.6734 63.9273 6.7485 131 522 5 2.5
10001046 10001046 "Male" "White" 103.79 "Spring second-grade" -0.426 "center" 19 105.5981 127.9106 80.0907 6.2797 108 502 5 2.5
10001111 10001111 "Female" "White" . "Spring second-grade" -0.75 "relative" 11 . . . . . . 5 2.5
10001131 10001131 "Female" "White" 103.4 "Spring second-grade" 1.64 "center" . 113.0434 128.5718 68.3358 6.3411 98 489 5 2.5
10001235 10001235 "Male" "Asian" . "Spring second-grade" . . . . . . . . . 5 2.5
10001258 10001258 "Male" "other" . "Spring second-grade" . . 18 . . . . . . 5 2.5
10001315 10001315 "Female" "White" . "Spring second-grade" -0.511 "none" 12 . . . . . . 5 2.5
10001456 10001456 "Male" "Hispanic" 93.01 "Spring second-grade" -0.043 "center" 28 64.6079 101.4186 50.1965 6.7178 90 470 5 2.5
10001546 10001546 "Female" "Hispanic" 97.84 "Spring second-grade" -1.01 "none" 45 66.7428 96.5266 35.1708 6.5756 96 483 5 2.5
10001684 10001684 "Female" "White" 99.16 "Spring second-grade" 0.7181 "center" 4 88.5423 113.0119 51.3775 6.6418 96 483 5 2.5
10001685 10001685 "Male" "White" 103.63 "Spring second-grade" -0.164 "relative" 27 88.9602 107.4171 63.5331 7.2889 84 470 5 2.5
10001725 10001725 "Female" "White" 98.73 "Spring second-grade" -0.673 "center" 26 77.7847 80.4307 55.7881 6.0572 96 483 5 2.5
10001751 10001751 "Male" "White" 96 "Spring second-grade" -0.79 "center" 26 87.4083 118.4045 53.2202 8.4665 113 502 5 2.5
10001826 10001826 "Male" "Hispanic" . "Spring second-grade" -1.14 "center" 32 . . . . . . 5 2.5
10001859 10001859 "Female" "Asian" 101.13 "Spring second-grade" 0.3595 "relative" 12 60.5921 91.509 30.5619 6.6938 99 489 5 2.5
10001938 10001938 "Female" "Hispanic" 92.71 "Spring second-grade" -0.521 "center" 27 95.9437 110.1577 47.728 5.9755 120 509 5 2.5
10002058 10002058 "Female" "Black" 100.87 "Spring second-grade" . . 10 82.5208 108.4502 48.3878 6.9047 70 448 5 2.5
10002091 10002091 "Female" "White" 99.32 "Spring second-grade" -0.331 "center" 24 70.9806 108.1264 44.5838 7.8048 91 476 5 2.5
10002203 10002203 "Female" "White" 92.35 "Spring second-grade" 1.266 "center" 10 95.1099 114.7503 63.4812 6.8886 110 496 5 2.5
10002242 10002242 "Female" "White" . "Spring second-grade" . . 16 . . . . . . 5 2.5
10002324 10002324 "Female" "other" 98.89 "Spring second-grade" 0.215 "relative" 12 58.0905 88.7103 23.7515 6.8552 81 462 5 2.5
10002392 10002392 "Female" "Hispanic" 91.13 "Spring second-grade" 0.0448 "center" . 100.5691 108.6827 49.3481 8.3344 116 502 5 2.5
10002533 10002533 "Male" "White" 98.73 "Spring second-grade" -0.978 "non-relative" 24 100.6908 124.2121 52.1677 6.7061 111 502 5 2.5
10002549 10002549 "Male" "Black" 100.5 "Spring second-grade" -0.686 "none" 25 70.749 90.0654 40.7319 6.4913 95 483 5 2.5
10002552 10002552 "Female" "Hispanic" 93.7 "Spring second-grade" -0.734 "none" 16 71.0628 99.0854 31.4607 6.7006 94 476 5 2.5
10002610 10002610 "Male" "White" 101.56 "Spring second-grade" 0.6137 "center" 3 105.1553 138.1253 53.4784 7.7984 79 462 5 2.5
10002622 10002622 "Male" "Black" 102.94 "Spring second-grade" . . . 87.9024999999999 106.2021 37.5332 6.3589 104 496 5 2.5
10002744 10002744 "Female" "Black" . "Spring second-grade" -0.453 "none" . . . . . . . 5 2.5
10002902 10002902 "Female" "White" 100.54 "Spring second-grade" -0.518 "none" 15 84.4595 109.372 52.6877 6.4642 115 509 5 2.5
10002934 10002934 "Female" "Asian" 96.72 "Spring second-grade" 0.6596 "center" 8 87.6197 86.6415 38.3823 7.5947 41 403 5 2.5
10002948 10002948 "Male" "White" 100.87 "Spring second-grade" -0.423 "center" 22 99.6936 127.3413 53.0192 6.629 110 502 5 2.5
10002949 10002949 "Male" "Hispanic" 99.75 "Spring second-grade" -0.488 "center" 10 72.545 93.1983 42.5483 5.7338 100 489 5 2.5
10003000 10003000 "Female" "Hispanic" 90.67 "Spring second-grade" -0.432 "relative" 23 71.4325 105.6365 34.9751 6.3268 116 502 5 2.5
10003048 10003048 "Male" "White" . "Spring second-grade" . . 30 . . . . . . 5 2.5
